June 25 2013 2:17:47 PM +0200,	115
June 25 2013 2:17:17 PM +0200,	116
June 25 2013 2:16:47 PM +0200,	116
June 25 2013 2:16:17 PM +0200,	114
June 25 2013 2:15:47 PM +0200,	114
June 25 2013 2:15:17 PM +0200,	109
June 25 2013 2:14:47 PM +0200,	113
June 25 2013 2:14:17 PM +0200,	107
June 25 2013 2:13:47 PM +0200,	109
June 25 2013 2:13:17 PM +0200,	110
June 25 2013 2:12:47 PM +0200,	107
June 25 2013 2:12:17 PM +0200,	107
June 25 2013 2:11:47 PM +0200,	109
June 25 2013 2:11:17 PM +0200,	108
June 25 2013 2:10:47 PM +0200,	105
June 25 2013 2:10:17 PM +0200,	106
June 25 2013 2:09:47 PM +0200,	107
June 25 2013 2:09:17 PM +0200,	105
June 25 2013 2:08:47 PM +0200,	108
June 25 2013 2:08:17 PM +0200,	104
June 25 2013 2:07:47 PM +0200,	106
June 25 2013 2:07:17 PM +0200,	105
June 25 2013 2:06:47 PM +0200,	102
June 25 2013 2:06:17 PM +0200,	103
June 25 2013 2:05:47 PM +0200,	103
June 25 2013 2:05:17 PM +0200,	100
June 25 2013 2:04:47 PM +0200,	98
June 25 2013 2:04:16 PM +0200,	96
June 25 2013 2:03:45 PM +0200,	99
June 25 2013 2:03:15 PM +0200,	96
June 25 2013 2:02:45 PM +0200,	95
June 25 2013 2:02:15 PM +0200,	95
June 25 2013 2:01:45 PM +0200,	92
June 25 2013 2:01:15 PM +0200,	90
June 25 2013 2:00:45 PM +0200,	90
June 25 2013 2:00:15 PM +0200,	83
June 25 2013 1:59:45 PM +0200,	83
June 25 2013 1:59:15 PM +0200,	81
June 25 2013 1:58:44 PM +0200,	86
June 25 2013 1:58:14 PM +0200,	88
June 25 2013 1:57:44 PM +0200,	87
June 25 2013 1:57:14 PM +0200,	92
June 25 2013 1:56:44 PM +0200,	92
June 25 2013 1:56:14 PM +0200,	92
June 25 2013 1:55:44 PM +0200,	89
June 25 2013 1:55:14 PM +0200,	87
June 25 2013 1:54:44 PM +0200,	86
June 25 2013 1:54:14 PM +0200,	85
June 25 2013 1:53:44 PM +0200,	84
June 25 2013 1:53:14 PM +0200,	80
June 25 2013 1:52:44 PM +0200,	78
June 25 2013 1:52:14 PM +0200,	75
June 25 2013 1:51:44 PM +0200,	73
June 25 2013 1:51:14 PM +0200,	69
June 25 2013 1:50:44 PM +0200,	68
June 25 2013 1:50:14 PM +0200,	66
June 25 2013 1:49:44 PM +0200,	71
June 25 2013 1:49:14 PM +0200,	70
June 25 2013 1:48:44 PM +0200,	62
June 25 2013 1:48:14 PM +0200,	61
June 25 2013 1:47:44 PM +0200,	61
June 25 2013 1:47:14 PM +0200,	57
June 25 2013 1:46:44 PM +0200,	58
June 25 2013 1:46:14 PM +0200,	59
June 25 2013 1:45:44 PM +0200,	59
June 25 2013 1:45:14 PM +0200,	56
June 25 2013 1:44:44 PM +0200,	57
June 25 2013 1:44:14 PM +0200,	58
June 25 2013 1:43:44 PM +0200,	60
June 25 2013 1:43:14 PM +0200,	59
June 25 2013 1:42:44 PM +0200,	58
June 25 2013 1:42:14 PM +0200,	60
June 25 2013 1:41:44 PM +0200,	59
June 25 2013 1:41:14 PM +0200,	59
June 25 2013 1:40:44 PM +0200,	55
June 25 2013 1:40:14 PM +0200,	53
June 25 2013 1:39:44 PM +0200,	50
June 25 2013 1:39:14 PM +0200,	52
June 25 2013 1:38:44 PM +0200,	50
June 25 2013 1:38:14 PM +0200,	50
June 25 2013 1:37:44 PM +0200,	49
June 25 2013 1:37:14 PM +0200,	49
June 25 2013 1:36:44 PM +0200,	46
June 25 2013 1:36:13 PM +0200,	47
June 25 2013 1:35:43 PM +0200,	45
June 25 2013 1:35:13 PM +0200,	41
June 25 2013 1:34:43 PM +0200,	38
June 25 2013 1:34:13 PM +0200,	37
June 25 2013 1:33:43 PM +0200,	35
June 25 2013 1:33:13 PM +0200,	33
June 25 2013 1:32:43 PM +0200,	33
June 25 2013 1:32:13 PM +0200,	36
June 25 2013 1:31:43 PM +0200,	35
June 25 2013 1:31:13 PM +0200,	34
June 25 2013 1:30:43 PM +0200,	35
June 25 2013 1:30:13 PM +0200,	34
June 25 2013 1:29:43 PM +0200,	32
June 25 2013 1:29:13 PM +0200,	29
June 25 2013 1:28:43 PM +0200,	29
June 25 2013 1:28:13 PM +0200,	30
June 25 2013 1:27:43 PM +0200,	31
June 25 2013 1:27:13 PM +0200,	30
June 25 2013 1:26:43 PM +0200,	30
June 25 2013 1:26:13 PM +0200,	30
June 25 2013 1:25:43 PM +0200,	30
June 25 2013 1:25:13 PM +0200,	28
June 25 2013 1:24:43 PM +0200,	26
June 25 2013 1:24:13 PM +0200,	26
June 25 2013 1:23:43 PM +0200,	27
June 25 2013 1:23:13 PM +0200,	27
June 25 2013 1:22:43 PM +0200,	27
June 25 2013 1:22:13 PM +0200,	26
June 25 2013 1:21:43 PM +0200,	27
June 25 2013 1:21:13 PM +0200,	27
June 25 2013 1:20:43 PM +0200,	26
June 25 2013 1:20:13 PM +0200,	25
June 25 2013 1:19:43 PM +0200,	25
June 25 2013 1:19:13 PM +0200,	24
June 25 2013 1:18:42 PM +0200,	20
June 25 2013 1:18:12 PM +0200,	21
June 25 2013 1:17:42 PM +0200,	22
June 25 2013 1:17:12 PM +0200,	23
June 25 2013 1:16:42 PM +0200,	23
June 25 2013 1:16:12 PM +0200,	23
June 25 2013 1:15:42 PM +0200,	24
June 25 2013 1:15:12 PM +0200,	25
June 25 2013 1:14:42 PM +0200,	25
June 25 2013 1:14:12 PM +0200,	25
June 25 2013 1:13:42 PM +0200,	26
June 25 2013 1:13:12 PM +0200,	26
June 25 2013 1:12:42 PM +0200,	25
June 25 2013 1:12:12 PM +0200,	24
June 25 2013 1:11:42 PM +0200,	24
June 25 2013 1:11:12 PM +0200,	25
June 25 2013 1:10:42 PM +0200,	23
June 25 2013 1:10:12 PM +0200,	23
June 25 2013 1:09:42 PM +0200,	23
June 25 2013 1:09:12 PM +0200,	23
June 25 2013 1:08:42 PM +0200,	22
June 25 2013 1:08:12 PM +0200,	22
June 25 2013 1:07:42 PM +0200,	22
June 25 2013 1:07:12 PM +0200,	23
June 25 2013 1:06:42 PM +0200,	23
June 25 2013 1:06:12 PM +0200,	24
June 25 2013 1:05:42 PM +0200,	24
June 25 2013 1:05:12 PM +0200,	25
June 25 2013 1:04:42 PM +0200,	24
June 25 2013 1:04:12 PM +0200,	23
June 25 2013 1:03:42 PM +0200,	26
June 25 2013 1:03:12 PM +0200,	24
June 25 2013 1:02:42 PM +0200,	18
June 25 2013 1:02:12 PM +0200,	17
June 25 2013 1:01:42 PM +0200,	17
June 25 2013 1:01:12 PM +0200,	21
June 25 2013 1:00:42 PM +0200,	23
June 25 2013 1:00:12 PM +0200,	22
June 25 2013 12:59:42 PM +0200,	21
June 25 2013 12:59:12 PM +0200,	20
June 25 2013 12:58:42 PM +0200,	18
June 25 2013 12:58:12 PM +0200,	16
June 25 2013 12:57:42 PM +0200,	16
June 25 2013 12:57:12 PM +0200,	15
June 25 2013 12:56:42 PM +0200,	15
June 25 2013 12:56:12 PM +0200,	15
June 25 2013 12:55:42 PM +0200,	14
June 25 2013 12:55:12 PM +0200,	12
June 25 2013 12:54:42 PM +0200,	12
June 25 2013 12:54:12 PM +0200,	13
June 25 2013 12:53:42 PM +0200,	13
June 25 2013 12:53:12 PM +0200,	14
June 25 2013 12:52:42 PM +0200,	14
June 25 2013 12:52:12 PM +0200,	14
June 25 2013 12:51:42 PM +0200,	15
June 25 2013 12:51:12 PM +0200,	14
June 25 2013 12:50:42 PM +0200,	14
June 25 2013 12:50:11 PM +0200,	13
June 25 2013 12:49:41 PM +0200,	13
June 25 2013 12:49:11 PM +0200,	13
June 25 2013 12:48:41 PM +0200,	13
June 25 2013 12:48:11 PM +0200,	13
June 25 2013 12:47:41 PM +0200,	13
June 25 2013 12:47:11 PM +0200,	12
June 25 2013 12:46:41 PM +0200,	12
June 25 2013 12:46:11 PM +0200,	11
June 25 2013 12:45:41 PM +0200,	10
June 25 2013 12:45:11 PM +0200,	10
June 25 2013 12:44:41 PM +0200,	12
June 25 2013 12:44:11 PM +0200,	12
June 25 2013 12:43:41 PM +0200,	12
June 25 2013 12:43:11 PM +0200,	12
June 25 2013 12:42:41 PM +0200,	13
June 25 2013 12:42:11 PM +0200,	11
June 25 2013 12:41:41 PM +0200,	11
June 25 2013 12:41:11 PM +0200,	9
June 25 2013 12:40:41 PM +0200,	10
June 25 2013 12:40:11 PM +0200,	9
June 25 2013 12:39:41 PM +0200,	9
June 25 2013 12:39:11 PM +0200,	7
June 25 2013 12:38:41 PM +0200,	7
June 25 2013 12:38:11 PM +0200,	7
June 25 2013 12:37:41 PM +0200,	7
June 25 2013 12:37:11 PM +0200,	7
June 25 2013 12:36:41 PM +0200,	7
June 25 2013 12:36:11 PM +0200,	7
June 25 2013 12:35:41 PM +0200,	7
June 25 2013 12:35:11 PM +0200,	7
June 25 2013 12:34:41 PM +0200,	7
June 25 2013 12:34:11 PM +0200,	7
June 25 2013 12:33:41 PM +0200,	7
June 25 2013 12:33:10 PM +0200,	7
June 25 2013 12:32:40 PM +0200,	9
June 25 2013 12:32:10 PM +0200,	7
June 25 2013 12:31:40 PM +0200,	9
June 25 2013 12:31:10 PM +0200,	10
June 25 2013 12:30:40 PM +0200,	9
June 25 2013 12:30:10 PM +0200,	9
June 25 2013 12:29:40 PM +0200,	10
June 25 2013 12:29:10 PM +0200,	10
June 25 2013 12:28:40 PM +0200,	10
June 25 2013 12:28:10 PM +0200,	10
June 25 2013 12:27:40 PM +0200,	10
June 25 2013 12:27:10 PM +0200,	10
June 25 2013 12:26:40 PM +0200,	10
June 25 2013 12:26:10 PM +0200,	9
June 25 2013 12:25:40 PM +0200,	9
June 25 2013 12:25:10 PM +0200,	9
June 25 2013 12:24:40 PM +0200,	9
June 25 2013 12:24:10 PM +0200,	10
June 25 2013 12:23:40 PM +0200,	10
June 25 2013 12:23:10 PM +0200,	10
June 25 2013 12:22:40 PM +0200,	10
June 25 2013 12:22:10 PM +0200,	10
June 25 2013 12:21:40 PM +0200,	10
June 25 2013 12:21:10 PM +0200,	9
June 25 2013 12:20:40 PM +0200,	9
June 25 2013 12:20:10 PM +0200,	12
June 25 2013 12:19:40 PM +0200,	12
June 25 2013 12:19:10 PM +0200,	12
June 25 2013 12:18:40 PM +0200,	11
June 25 2013 12:18:10 PM +0200,	11
June 25 2013 12:17:40 PM +0200,	11
June 25 2013 12:17:10 PM +0200,	12
June 25 2013 12:16:40 PM +0200,	12
June 25 2013 12:16:10 PM +0200,	12
June 25 2013 12:15:40 PM +0200,	13
June 25 2013 12:15:10 PM +0200,	12
June 25 2013 12:14:40 PM +0200,	12
June 25 2013 12:14:10 PM +0200,	12
